,Priority,Summary,time
485,1,webflow . . .rc resolve.compile build failed,1
486,1,input parameters passed in via request parameter leads to exception,0
487,1,trinidad partial rendering not working correctly when used with spring faces,1
488,1,conversion tool does not strip el delimiters from bean action arguments,0
489,1,conversion tool does not map inputs and outputs properly,0
490,1,jdk . not compliant code at runtime,0
491,1,it is possible for flow variable transient references to not be restored when a subflow ends and its parent flow resumes,0
492,1,flash scope is being saved with a flow execution snapshot and should not be,0
493,1,nosuchmethoderror in abstractflowexecutionrepository (jdk . . ),0
494,1,security-config.xml in booking-mvc does not validate against spring-security- . .xsd,1
495,1,"eventid value in actionexecutingview is retrived only by the attribute name '_eventid' (should use the same logic as mvcview.findparameter(string logicalparametername, parametermap parameters))",0
496,1,wrong tag in . event handling sample,0
497,1,jsf postback lifecycle not executing when backtracking,0
498,1,piecemeal validation in formaction does not work,0
499,1,binding to nested model properties does not work,0
500,1,locale not getting picked up correctly by flowmessagesourceresolver,0
501,1,"exception handler bean ""attribute"" parsing is incorrect.",0
502,1,nosuchmethoderror integer.valueof(int) on jdk . .,0
503,2,login page doesn't work when accessed directly in samples,0
504,1,validation of dijit.form.checkbox results in js error,0
505,0,resourceservlet allows http access to sensitive files,0
506,1,bug in the persistence listener when working with subflows (hibernateflowexecutionlistener),0
507,1,use of implicit input/output set value (lvalue) expressions are documented but not implemented,0
508,1,documentation lists max-snapshots as a repostiory option but value is max-continuations,0
509,1,allow bind attribute on global transitions,0
510,1,messagecontext is not preserving the order of source messages,0
511,1,nullpointerexception in progressivecommandbutton,0
512,2,update webflow-config and faces schemas to import spring-beans- . instead of beans . .,0
513,2,"update booking-portlet-faces sample to use faces schema, not faces-config",0
514,1,view-state programming model needs to be consistent between mvc and jsf,0
515,2,make sure faces ivy.xml dependencies have the correct config,0
516,1,resolve cyclical dependency between servlet/portlet and view packages,0
517,1,mvcview is not including view scope in the model,0
518,1,flow-execution-repository type attribute should be optional,0
519,1,formatter-registry not configurable as a flow-builder-service,0
520,1,no way to specify parent flow registry from flow-registry tag,0
521,1,jsf portlet - nullpointerexception in abstractconversationflowexecutionrepository,1
522,1,flowexecutionexception#wrap(exception e) doesn't retain cause...,0
523,1,"ensure the lifecycle is executed correctly for a command component with immediate=""true""",0
524,2,mvcviewtests fails because of locale dependency,0
525,0,implementations of conversationlock.lock should throw exception after configurable timeout period,0
526,1,flowexecutionlistener does not have input mutableattributemap when started via abstractxmlflowexecutiontests,0
527,1,expose the flow web application context to the spring mvc requestcontext instead of the dispatcherservlet,0
528,1,ensure html and css validation in the samples,1
529,0,jsfviewfactory's execution of the restore view lifecycle doesn't appear to match the jsf spec.,1
530,0,flowviewstatemanager set repeatedly on application instance after application initialization,0
531,1,"spring travel app (both versions) ""flickers"" in ie and safari.",1
532,1,dojo resources don't load correctly with jsf . ri,0
533,1,xmlflowbuilder breaks backward compatiblity to jdk .,1
534,1,defaultexpressionfactoryutils should not automatically set the javax.el.expressionfactory system property,0
535,0,org.springframework.webflow.execution.repository.impl.defaultflowexecutionrepository not extensible/appropriately pluggable,1
536,2,defaultexpressionfactoryutils breaks backward compatiblity to jdk .,0
537,1,no ability to set action execution attributes in web flow m,0
538,1,org.springframework.faces.webflow.flowvariableresolver not working with jdk .,0
539,1,update out-of-date java package descriptions in web flow source.,1
540,1,view variables restored after jsf lifecycle executes. they should be restored before.,0
541,0,infinite loop while handling exception,1
542,1,flow definition redirects not working in xml-based flows,0
543,2,exception handling in flowexecutionimpl and hibernateflowexecutionlistener,1
544,2,root messagesource not available in messagesourceaware implementation in a flow,1
545,1,"phaselistener registered before restore-view, phaselistener caching facescontext",2
546,0,permgen errors when deploying booking-faces on tomcat. perform profiling to determine what is causing this.,1
547,1,make ognl expression usage compatible with web flow . by default in web flow .,1
548,1,"add support for running web flow version .x flows on the .x engine, providing a smooth migration to .x for existing .x users.",1
549,1,"simplify el expression parsing abstraction api, provide normalized ognl and el support with backwards compatability for swf . ognl usage.",0
550,1,"resolution of variables using specific scope prefixes like ""flowscope"", ""flashscope"", etc. does not work in jsf views",0
551,1,form actions updated incorrectly on ajax response,0
552,1,"urls for <img>, <link> and <script> tags in jsf page not rendered correctly",0
553,1,selectedvaluecomparator compares the value coming from the property editor to the tostring to determine equality,0
554,1,form action url is updated in correctly on an ajax request,0
555,1,cannot locate beandefinitionparser error message,0
556,1,wrong _flowexecutionkey in externalredirect view when using portletflowcontroller,2
557,1,websphere . incompatibility,2
558,1,swf-booking-mvc search form doesn't work in swf . m,1
559,1,root exception is hidden in exceptions throw by flowexecutionlisteners when starting a flow,1
560,0,mocked subflows can't be resolved during unit testing,1
561,2,conversation not invalidated when flow terminates through a refresh,2
562,1,resources flow does not set cache headers properly to allow for resource caching,1
563,1,add hibernate session disconnect callback on pause after view rendering,0
564,1,restore jsf . compatability for web flow .,0
565,0,forms in session,1
566,1,website . schema contains . file contents (different from what is in jar),1
567,1,methods returning an empty string in a <bean-action> will cause the event constructor to fail,2
568,1,phonebook-portlet sample doesn't run in weblogic portal,2
569,1,backing bean does not support nested properties,1
570,1,custom scoped actions are cannot be instantiated,2
571,1,wrong namespace in reference manual for client side validation.,0
572,1,bug in swf_ajax.js in shippingrate example when use enter to submit form,2
573,1,various flow explosion issues in hotel booking sample app,2
574,1,swf-sellitem-jsf sample application don't work with a . servlet container,1
575,0,sessionbindingconversationmanager unsuitable for clustering through session replication,0
576,2,typo in faces-config.xml (swf-sellitem-jsf),0
577,1,session binding conversation containers cannot be used in a cluster,0
578,1,portlet changemode not working in endstate via flowredirect or externalredirect,2
